year,source_page,source_order,wikipedia_title,qid,wikidata_label,release_year,box_office
1989,List_of_American_films_of_1989,181,Back to the Future Part II,Q109331,Back to the Future Part II,1989,332500002
1989,List_of_American_films_of_1989,151,Look Who's Talking,Q1324330,Look Who's Talking,1989,297000000
1989,List_of_American_films_of_1989,84,Dead Poets Society,Q106316,Dead Poets Society,1989,235860116
1989,List_of_American_films_of_1989,98,Lethal Weapon 2,Q751767,Lethal Weapon 2,1989,227853986
1989,List_of_American_films_of_1989,92,"Honey, I Shrunk the Kids",Q1426248,"Honey, I Shrunk the Kids",1989,222700000
1989,List_of_American_films_of_1989,90,Ghostbusters II,Q492214,Ghostbusters II,1989,215394738
1989,List_of_American_films_of_1989,177,The Little Mermaid (1989 film),Q190135,The Little Mermaid,1989,184155863
1989,List_of_American_films_of_1989,39,The Rescuers,Q39722,The Rescuers,1977,169000000
1989,List_of_American_films_of_1989,197,Born on the Fourth of July (film),Q471159,Born on the Fourth of July,1989,161000000
1989,List_of_American_films_of_1989,99,Licence to Kill,Q309086,Licence to Kill,1989,156167015
1989,List_of_American_films_of_1989,191,Driving Miss Daisy,Q211373,Driving Miss Daisy,1989,145793296
1989,List_of_American_films_of_1989,134,Black Rain (1989 American film),Q1048085,Black Rain,1989,134212055
1989,List_of_American_films_of_1989,157,The Bear (1988 film),Q379460,The Bear,1988,100000000
1990,List_of_American_films_of_1990,105,Ghost (1990 film),Q49003,Ghost,1990,506000000
1990,List_of_American_films_of_1990,191,Home Alone,Q105031,Home Alone,1990,476684675
1990,List_of_American_films_of_1990,44,Pretty Woman,Q207954,Pretty Woman,1990,463406268
1990,List_of_American_films_of_1990,195,Dances with Wolves,Q20456,Dances with Wolves,1990,424208848
1990,List_of_American_films_of_1990,88,Total Recall (1990 film),Q222018,Total Recall,1990,261299840
1990,List_of_American_films_of_1990,84,Back to the Future Part III,Q230552,Back to the Future Part III,1990,245077583
1990,List_of_American_films_of_1990,102,Die Hard 2,Q105993,Die Hard 2,1990,240031274
1990,List_of_American_films_of_1990,116,Presumed Innocent (film),Q777629,Presumed Innocent,1990,221300000
1990,List_of_American_films_of_1990,107,The Jungle Book (1967 film),Q199839,The Jungle Book,1967,205843612
1990,List_of_American_films_of_1990,48,Teenage Mutant Ninja Turtles (1990 film),Q58439,Teenage Mutant Ninja Turtles,1990,202084756
1990,List_of_American_films_of_1990,218,Kindergarten Cop,Q257630,Kindergarten Cop,1990,201957688
1990,List_of_American_films_of_1990,28,The Hunt for Red October (film),Q507994,The Hunt for Red October,1990,200512643
1990,List_of_American_films_of_1990,93,Dick Tracy (1990 film),Q1209853,Dick Tracy,1990,162738726
1990,List_of_American_films_of_1990,89,Another 48 Hrs.,Q645263,Another 48 Hrs.,1990,153518974
1990,List_of_American_films_of_1990,222,The Godfather Part III,Q202326,The Godfather Part III,1990,136766062
1991,List_of_American_films_of_1991,94,Terminator 2: Judgment Day,Q170564,Terminator 2: Judgment Day,1991,520881154
1991,List_of_American_films_of_1991,188,Beauty and the Beast (1991 film),Q179673,Beauty and the Beast,1991,424967620
1991,List_of_American_films_of_1991,87,Robin Hood: Prince of Thieves,Q486822,Robin Hood: Prince of Thieves,1991,390500000
1991,List_of_American_films_of_1991,196,Hook (film),Q646389,Hook,1991,300854823
1991,List_of_American_films_of_1991,21,The Silence of the Lambs (film),Q133654,The Silence of the Lambs,1991,272742922
1991,List_of_American_films_of_1991,96,One Hundred and One Dalmatians,Q165512,One Hundred and One Dalmatians,1961,215880014
1991,List_of_American_films_of_1991,200,JFK (film),Q741823,JFK,1991,205405498
1991,List_of_American_films_of_1991,186,The Addams Family (1991 film),Q1210947,The Addams Family,1991,191502426
1991,List_of_American_films_of_1991,181,Cape Fear (1991 film),Q501995,Cape Fear,1991,182291969
1991,List_of_American_films_of_1991,194,Star Trek VI: The Undiscovered Country,Q579757,Star Trek VI: The Undiscovered Country,1991,96800000
1991,List_of_American_films_of_1991,92,The Naked Gun 2½: The Smell of Fear,Q502979,The Naked Gun 2½: The Smell of Fear,1991,86930411
1991,List_of_American_films_of_1991,98,Point Break,Q1146552,Point Break,1991,83000000
1991,List_of_American_films_of_1991,117,Double Impact,Q847545,Double Impact,1991,80500000
1991,List_of_American_films_of_1991,43,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Q1326619,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,78656813
1991,List_of_American_films_of_1991,71,What About Bob?,Q998377,What About Bob?,1991,63707829
1992,List_of_American_films_of_1992,196,Aladdin (1992 Disney film),Q215518,Aladdin,1992,504050219
1992,List_of_American_films_of_1992,197,The Bodyguard (1992 film),Q725946,The Bodyguard,1992,411006740
1992,List_of_American_films_of_1992,193,Home Alone 2: Lost in New York,Q221202,Home Alone 2: Lost in New York,1992,358994850
1992,List_of_American_films_of_1992,37,Basic Instinct,Q146673,Basic Instinct,1992,352900000
1992,List_of_American_films_of_1992,81,Lethal Weapon 3,Q751769,Lethal Weapon 3,1992,321731527
1992,List_of_American_films_of_1992,97,Batman Returns,Q189054,Batman Returns,1992,266915287
1992,List_of_American_films_of_1992,201,A Few Good Men,Q108946,A Few Good Men,1992,243200000
1992,List_of_American_films_of_1992,90,Sister Act,Q776302,Sister Act,1992,231600000
1992,List_of_American_films_of_1992,188,Bram Stoker's Dracula (1992 film),Q107325,Bram Stoker's Dracula,1992,215862692
1992,List_of_American_films_of_1992,16,Wayne's World (film),Q1146194,Wayne's World,1992,183097323
1992,List_of_American_films_of_1992,94,Patriot Games (film),Q855222,Patriot Games,1992,178051587
1992,List_of_American_films_of_1992,83,Alien 3,Q108543,Alien 3,1992,159814498
1992,List_of_American_films_of_1992,123,Unforgiven,Q104137,Unforgiven,1992,159167799
1992,List_of_American_films_of_1992,170,Under Siege,Q385798,Under Siege,1992,156563139
1992,List_of_American_films_of_1992,118,Death Becomes Her,Q1160186,Death Becomes Her,1992,149022650
1993,List_of_American_films_of_1993,100,Jurassic Park (film),Q167726,Jurassic Park,1993,1030314141
1993,List_of_American_films_of_1993,206,Mrs. Doubtfire,Q483852,Mrs. Doubtfire,1993,441300000
1993,List_of_American_films_of_1993,124,The Fugitive (1993 film),Q156309,The Fugitive,1993,368875760
1993,List_of_American_films_of_1993,219,Schindler's List,Q483941,Schindler's List,1993,322139355
1993,List_of_American_films_of_1993,108,The Firm (1993 film),Q821692,The Firm,1993,270200000
1993,List_of_American_films_of_1993,54,Indecent Proposal,Q603448,Indecent Proposal,1993,266600000
1993,List_of_American_films_of_1993,87,Cliffhanger (1993 film),Q824389,Cliffhanger,1993,255000211
1993,List_of_American_films_of_1993,105,Sleepless in Seattle,Q107167,Sleepless in Seattle,1993,227927165
1993,List_of_American_films_of_1993,224,Philadelphia (film),Q204057,Philadelphia,1993,206700000
1993,List_of_American_films_of_1993,111,In the Line of Fire,Q427386,In the Line of Fire,1993,176997168
1993,List_of_American_films_of_1993,166,Cool Runnings,Q282748,Cool Runnings,1993,154856263
1993,List_of_American_films_of_1993,101,Last Action Hero,Q858840,Last Action Hero,1993,137298489
1993,List_of_American_films_of_1993,85,Sliver (film),Q581642,Sliver,1993,116000000
1993,List_of_American_films_of_1993,202,Addams Family Values,Q204725,Addams Family Values,1993,110900000
1993,List_of_American_films_of_1993,19,Groundhog Day (film),Q488655,Groundhog Day,1993,105000000
1994,List_of_American_films_of_1994,96,The Lion King,Q36479,The Lion King,1994,968511805
1994,List_of_American_films_of_1994,106,Forrest Gump,Q134773,Forrest Gump,1994,678151134
1994,List_of_American_films_of_1994,112,True Lies,Q110397,True Lies,1994,378882411
1994,List_of_American_films_of_1994,122,The Mask (1994 film),Q219421,The Mask,1994,351600000
1994,List_of_American_films_of_1994,93,Speed (1994 film),Q108006,Speed,1994,350448145
1994,List_of_American_films_of_1994,83,The Flintstones (film),Q602094,The Flintstones,1994,341600000
1994,List_of_American_films_of_1994,213,Dumb and Dumber,Q462418,Dumb and Dumber,1994,247300000
1994,List_of_American_films_of_1994,31,Four Weddings and a Funeral,Q901213,Four Weddings and a Funeral,1994,245700832
1994,List_of_American_films_of_1994,195,Interview with the Vampire (film),Q318910,Interview with the Vampire,1994,223700000
1994,List_of_American_films_of_1994,124,Clear and Present Danger (film),Q1392442,Clear and Present Danger,1994,215887717
1994,List_of_American_films_of_1994,210,Disclosure (1994 film),Q1330619,Disclosure,1994,214015089
1994,List_of_American_films_of_1994,177,Pulp Fiction,Q104123,Pulp Fiction,1994,213928762
1994,List_of_American_films_of_1994,189,Stargate (film),Q105801,Stargate,1994,196567262
1994,List_of_American_films_of_1994,169,The Specialist,Q471423,The Specialist,1994,170362582
1994,List_of_American_films_of_1994,82,Beverly Hills Cop III,Q654736,Beverly Hills Cop III,1994,119208989
1995,List_of_American_films_of_1995,211,Toy Story,Q171048,Toy Story,1995,394436586
1995,List_of_American_films_of_1995,80,Die Hard with a Vengeance,Q106871,Die Hard with a Vengeance,1995,366101666
1995,List_of_American_films_of_1995,106,Apollo 13 (film),Q106428,Apollo 13,1995,355237933
1995,List_of_American_films_of_1995,204,GoldenEye,Q19089,GoldenEye,1995,352194034
1995,List_of_American_films_of_1995,100,Pocahontas (1995 film),Q218894,Pocahontas,1995,346079773
1995,List_of_American_films_of_1995,98,Batman Forever,Q221345,Batman Forever,1995,336567158
1995,List_of_American_films_of_1995,162,Seven (1995 film),Q190908,Seven,1995,327333559
1995,List_of_American_films_of_1995,88,Casper (film),Q1048166,Casper,1995,287928194
1995,List_of_American_films_of_1995,123,Waterworld,Q272595,Waterworld,1995,264218220
1995,List_of_American_films_of_1995,221,Jumanji (film),Q222939,Jumanji,1995,262800000
1995,List_of_American_films_of_1995,124,Babe (film),Q720724,Babe,1995,254100000
1995,List_of_American_films_of_1995,86,Braveheart,Q162729,Braveheart,1995,213200000
1995,List_of_American_films_of_1995,198,Ace Ventura: When Nature Calls,Q340127,Ace Ventura: When Nature Calls,1995,212385533
1995,List_of_American_films_of_1995,33,Outbreak (1995 film),Q495513,Outbreak,1995,189800000
1995,List_of_American_films_of_1995,220,Heat (1995 film),Q42198,Heat,1995,187436818
1996,List_of_American_films_of_1996,122,Independence Day (1996 film),Q105387,Independence Day,1996,817400891
1996,List_of_American_films_of_1996,95,Twister (1996 film),Q683663,Twister,1996,494580615
1996,List_of_American_films_of_1996,99,Mission: Impossible (film),Q1741232,Mission: Impossible,1996,457696391
1996,List_of_American_films_of_1996,107,The Rock (film),Q216720,The Rock,1996,335062621
1996,List_of_American_films_of_1996,116,The Hunchback of Notre Dame (1996 film),Q213787,The Hunchback of Notre Dame,1996,325338851
1996,List_of_American_films_of_1996,249,101 Dalmatians (1996 film),Q8594,101 Dalmatians,1996,320689294
1996,List_of_American_films_of_1996,235,Ransom (1996 film),Q752362,Ransom,1996,309492681
1996,List_of_American_films_of_1996,118,The Nutty Professor (1996 film),Q936576,The Nutty Professor,1996,273961019
1996,List_of_American_films_of_1996,257,Jerry Maguire,Q329131,Jerry Maguire,1996,273600000
1996,List_of_American_films_of_1996,115,Eraser (film),Q370326,Eraser,1996,242295562
1996,List_of_American_films_of_1996,238,The English Patient (film),Q63026,The English Patient,1996,232000000
1996,List_of_American_films_of_1996,240,Space Jam,Q207659,Space Jam,1996,230400000
1996,List_of_American_films_of_1996,37,The Birdcage,Q1160005,The Birdcage,1996,185260553
1996,List_of_American_films_of_1996,213,Sleepers (film),Q1145732,Sleepers,1996,165615285
1996,List_of_American_films_of_1996,135,A Time to Kill (1996 film),Q498867,A Time to Kill,1996,152266007
1997,List_of_American_films_of_1997,234,Titanic (1997 film),Q44578,Titanic,1997,1850197130
1997,List_of_American_films_of_1997,16,Star Wars (film),Q17738,Star Wars: Episode IV – A New Hope,1977,775398007
1997,List_of_American_films_of_1997,92,The Lost World: Jurassic Park,Q200873,The Lost World: Jurassic Park,1997,618638999
1997,List_of_American_films_of_1997,111,Men in Black (1997 film),Q51416,Men in Black,1997,589390539
1997,List_of_American_films_of_1997,29,The Empire Strikes Back,Q181795,Star Wars: Episode V – The Empire Strikes Back,1980,547879454
1997,List_of_American_films_of_1997,44,Return of the Jedi,Q181803,Star Wars: Episode VI – Return of the Jedi,1983,475100000
1997,List_of_American_films_of_1997,235,Tomorrow Never Dies,Q207916,Tomorrow Never Dies,1997,333011068
1997,List_of_American_films_of_1997,124,Air Force One (film),Q407184,Air Force One,1997,315156409
1997,List_of_American_films_of_1997,237,As Good as It Gets,Q221594,As Good as It Gets,1997,314000000
1997,List_of_American_films_of_1997,47,Liar Liar,Q48980,Liar Liar,1997,302700000
1997,List_of_American_films_of_1997,106,My Best Friend's Wedding,Q918380,My Best Friend's Wedding,1997,299288605
1997,List_of_American_films_of_1997,139,The Full Monty,Q775970,The Full Monty,1997,257938649
1997,List_of_American_films_of_1997,98,Hercules (1997 film),Q271189,Hercules,1997,252712101
1997,List_of_American_films_of_1997,190,Bean (film),Q752103,Bean,1997,251200000
1997,List_of_American_films_of_1997,110,Face/Off,Q223887,Face/Off,1997,245676146
1998,List_of_American_films_of_1998,120,Armageddon (1998 film),Q208344,Armageddon,1998,553709788
1998,List_of_American_films_of_1998,134,Saving Private Ryan,Q165817,Saving Private Ryan,1998,482349603
1998,List_of_American_films_of_1998,47,Grease (film),Q267721,Grease,1978,395000000
1998,List_of_American_films_of_1998,89,Godzilla (1998 film),Q24075,Godzilla,1998,379014294
1998,List_of_American_films_of_1998,127,There's Something About Mary,Q177374,There's Something About Mary,1998,369900000
1998,List_of_American_films_of_1998,222,A Bug's Life,Q216153,A Bug's Life,1998,363300000
1998,List_of_American_films_of_1998,82,Deep Impact (film),Q49498,Deep Impact,1998,349000000
1998,List_of_American_films_of_1998,112,Mulan (1998 film),Q537407,Mulan,1998,304300000
1998,List_of_American_films_of_1998,116,Dr. Dolittle (film),Q663014,Dr. Dolittle,1998,294500000
1998,List_of_American_films_of_1998,230,Shakespeare in Love,Q182944,Shakespeare in Love,1998,289300000
1998,List_of_American_films_of_1998,122,Lethal Weapon 4,Q429397,Lethal Weapon 4,1998,285444603
1998,List_of_American_films_of_1998,100,The Truman Show,Q214801,The Truman Show,1998,264118201
1998,List_of_American_films_of_1998,236,You've Got Mail,Q284229,You've Got Mail,1998,250821495
1998,List_of_American_films_of_1998,218,Enemy of the State (film),Q177930,Enemy of the State,1998,250600000
1998,List_of_American_films_of_1998,128,The Mask of Zorro,Q309621,The Mask of Zorro,1998,250288523
1999,List_of_American_films_of_1999,168,Princess Mononoke,Q186572,Princess Mononoke,1997,20180000000
1999,List_of_American_films_of_1999,66,Star Wars: Episode I – The Phantom Menace,Q165713,Star Wars: Episode I – The Phantom Menace,1999,1027082707
1999,List_of_American_films_of_1999,110,The Sixth Sense,Q183063,The Sixth Sense,1999,672806292
1999,List_of_American_films_of_1999,187,Toy Story 2,Q187266,Toy Story 2,1999,497400000
1999,List_of_American_films_of_1999,42,The Matrix,Q83495,The Matrix,1999,467222728
1999,List_of_American_films_of_1999,82,Tarzan (1999 film),Q208696,Tarzan,1999,448200000
1999,List_of_American_films_of_1999,60,The Mummy (1999 film),Q202508,The Mummy,1999,415933406
1999,List_of_American_films_of_1999,71,Notting Hill (film),Q200672,Notting Hill,1999,363889678
1999,List_of_American_films_of_1999,181,The World Is Not Enough,Q212145,The World Is Not Enough,1999,361832400
1999,List_of_American_films_of_1999,143,American Beauty (1999 film),Q25139,American Beauty,1999,356296601
1999,List_of_American_films_of_1999,77,Austin Powers: The Spy Who Shagged Me,Q487978,Austin Powers: The Spy Who Shagged Me,1999,312016858
1999,List_of_American_films_of_1999,103,Runaway Bride (film),Q1160813,Runaway Bride,1999,309457509
1999,List_of_American_films_of_1999,205,Stuart Little (film),Q1048958,Stuart Little,1999,300135367
1999,List_of_American_films_of_1999,197,The Green Mile (film),Q208263,The Green Mile,1999,286801374
1999,List_of_American_films_of_1999,92,The Blair Witch Project,Q644554,The Blair Witch Project,1999,248639099
2000,List_of_American_films_of_2000,76,Mission: Impossible 2,Q505790,Mission: Impossible 2,2000,546388108
2000,List_of_American_films_of_2000,63,Gladiator (2000 film),Q128518,Gladiator,2000,460583960
2000,List_of_American_films_of_2000,139,The Exorcist,Q274167,The Exorcist,1973,441306145
2000,List_of_American_films_of_2000,205,Cast Away,Q213411,Cast Away,2000,429632142
2000,List_of_American_films_of_2000,203,What Women Want,Q156394,What Women Want,2000,374111707
2000,List_of_American_films_of_2000,72,Dinosaur (2000 film),Q476329,Dinosaur,2000,349800000
2000,List_of_American_films_of_2000,184,How the Grinch Stole Christmas (2000 film),Q131864,Dr. Seuss' How the Grinch Stole Christmas,2000,345100000
2000,List_of_American_films_of_2000,156,Meet the Parents,Q623724,Meet the Parents,2000,330400000
2000,List_of_American_films_of_2000,90,The Perfect Storm (film),Q508349,The Perfect Storm,2000,328700000
2000,List_of_American_films_of_2000,94,X-Men (film),Q106182,X-Men,2000,296300000
2000,List_of_American_films_of_2000,99,What Lies Beneath,Q570481,What Lies Beneath,2000,291400000
2000,List_of_American_films_of_2000,93,Scary Movie,Q219424,Scary Movie,2000,278019771
2000,List_of_American_films_of_2000,175,Charlie's Angels (2000 film),Q229599,Charlie's Angels,2000,264100000
2000,List_of_American_films_of_2000,32,Erin Brockovich (film),Q220955,Erin Brockovich,2000,256271286
2000,List_of_American_films_of_2000,189,Unbreakable (film),Q650613,Unbreakable,2000,248100000
2001,List_of_American_films_of_2001,162,Harry Potter and the Philosopher's Stone (film),Q102438,Harry Potter and the Philosopher's Stone,2001,978087613
2001,List_of_American_films_of_2001,183,The Lord of the Rings: The Fellowship of the Ring,Q127367,The Lord of the Rings: The Fellowship of the Ring,2001,896997510
2001,List_of_American_films_of_2001,152,"Monsters, Inc.",Q187726,"Monsters, Inc.",2001,632316649
2001,List_of_American_films_of_2001,61,Shrek,Q483815,Shrek,2001,488351320
2001,List_of_American_films_of_2001,176,Ocean's Eleven,Q205447,Ocean's Eleven,2001,450717150
2001,List_of_American_films_of_2001,63,Pearl Harbor (film),Q194413,Pearl Harbor,2001,449200000
2001,List_of_American_films_of_2001,57,The Mummy Returns,Q320461,The Mummy Returns,2001,433013274
2001,List_of_American_films_of_2001,88,Jurassic Park III,Q1102220,Jurassic Park III,2001,368780809
2001,List_of_American_films_of_2001,92,Planet of the Apes (2001 film),Q469624,Planet of the Apes,2001,362211740
2001,List_of_American_films_of_2001,13,Hannibal (2001 film),Q722682,Hannibal,2001,351692268
2001,List_of_American_films_of_2001,97,Rush Hour 2,Q830208,Rush Hour 2,2001,347325802
2001,List_of_American_films_of_2001,47,Bridget Jones's Diary,Q752313,Bridget Jones's Diary,2001,334273313
2001,List_of_American_films_of_2001,184,A Beautiful Mind (film),Q164103,A Beautiful Mind,2001,313500000
2001,List_of_American_films_of_2001,100,American Pie 2,Q329127,American Pie 2,2001,287553595
2001,List_of_American_films_of_2001,74,Lara Croft: Tomb Raider,Q464014,Lara Croft: Tomb Raider,2001,274703340
2002,List_of_American_films_of_2002,150,Spirited Away,Q155653,Spirited Away,2001,31680000000
2002,List_of_American_films_of_2002,202,The Lord of the Rings: The Two Towers,Q164963,The Lord of the Rings: The Two Towers,2002,944737929
2002,List_of_American_films_of_2002,182,Harry Potter and the Chamber of Secrets (film),Q102244,Harry Potter and the Chamber of Secrets,2002,879793867
2002,List_of_American_films_of_2002,68,Spider-Man (2002 film),Q484442,Spider-Man,2002,825025036
2002,List_of_American_films_of_2002,41,E.T. the Extra-Terrestrial,Q11621,E.T. the Extra-Terrestrial,1982,792910554
2002,List_of_American_films_of_2002,72,Star Wars: Episode II – Attack of the Clones,Q181069,Star Wars: Episode II – Attack of the Clones,2002,653779970
2002,List_of_American_films_of_2002,103,Men in Black II,Q156597,Men in Black II,2002,445135288
2002,List_of_American_films_of_2002,183,Die Another Day,Q30931,Die Another Day,2002,431971116
2002,List_of_American_films_of_2002,1,Beauty and the Beast (1991 film),Q179673,Beauty and the Beast,1991,424967620
2002,List_of_American_films_of_2002,119,Signs (film),Q22432,Signs,2002,408000000
2002,List_of_American_films_of_2002,36,Ice Age (2002 film),Q305250,Ice Age,2002,383257136
2002,List_of_American_films_of_2002,60,My Big Fat Greek Wedding,Q525415,My Big Fat Greek Wedding,2002,368744044
2002,List_of_American_films_of_2002,96,Minority Report (film),Q244604,Minority Report,2002,358372926
2002,List_of_American_films_of_2002,145,Apollo 13 (film),Q106428,Apollo 13,1995,355237933
2002,List_of_American_films_of_2002,209,Catch Me If You Can,Q208108,Catch Me If You Can,2002,352114312
2003,List_of_American_films_of_2003,186,The Lord of the Rings: The Return of the King,Q131074,The Lord of the Rings: The Return of the King,2003,1148950891
2003,List_of_American_films_of_2003,70,Finding Nemo,Q132863,Finding Nemo,2003,969023261
2003,List_of_American_films_of_2003,64,The Matrix Reloaded,Q189600,The Matrix Reloaded,2003,739412035
2003,List_of_American_films_of_2003,89,Pirates of the Caribbean: The Curse of the Black Pearl,Q46717,Pirates of the Caribbean: The Curse of the Black Pearl,2003,654264015
2003,List_of_American_films_of_2003,67,Bruce Almighty,Q207816,Bruce Almighty,2003,484572835
2003,List_of_American_films_of_2003,179,The Last Samurai,Q207130,The Last Samurai,2003,456758981
2003,List_of_American_films_of_2003,88,Terminator 3: Rise of the Machines,Q29054009,Terminator 3: Rise of the Machines,2003,433371112
2003,List_of_American_films_of_2003,160,The Matrix Revolutions,Q207536,The Matrix Revolutions,2003,427343298
2003,List_of_American_films_of_2003,61,X2 (film),Q219776,X2,2003,407700000
2003,List_of_American_films_of_2003,92,Bad Boys II,Q539269,Bad Boys II they become more rebellious,2003,273339556
